record_no,snapshot_index,source_vector_index,field,source_value,source_valid,protocol_code,flag_bit,decoded_value,decoded_valid,absolute_error/tolerance,passed
47,2,24,callsign,SWR7DC,True,SWR7DC,6,SWR7DC,True,0/0,True
48,3,1,lat,48.3537,True,3223874,0,48.353695476936224,True,4.52306377952e-06/4.29153544701e-05,True
48,3,1,lon,9.5029,True,2207868,1,9.502875686377479,True,2.43136225215e-05/8.58307089402e-05,True
48,3,1,altitude,11894.82,True,12895,2,11895.0,True,0.18/1,True
48,3,1,speed,241.82,True,2418,3,241.8,True,0.02/0.1,True
48,3,1,heading,152.78,True,15278,4,152.78,True,0/0.01,True
48,3,1,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
48,3,1,callsign,UPS266,True,UPS266,6,UPS266,True,0/0,True
49,3,2,lat,45.5287,True,3158047,0,45.528706438233,True,6.43823300095e-06/4.29153544701e-05,True
49,3,2,lon,5.104,True,2156617,1,5.103966022483348,True,3.39775166518e-05/8.58307089402e-05,True
49,3,2,altitude,10972.8,True,11973,2,10973.0,True,0.200000000001/1,True
49,3,2,speed,255.67,True,2557,3,255.70000000000002,True,0.03/0.1,True
49,3,2,heading,110.0,True,11000,4,110.0,True,0/0.01,True
49,3,2,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
49,3,2,callsign,UAE4M,True,UAE4M,6,UAE4M,True,0/0,True
50,3,3,lat,47.5896,True,3206069,0,47.589587590596096,True,1.24094039009e-05/4.29153544701e-05,True
50,3,3,lon,7.5295,True,2184877,1,7.529541857133353,True,4.18571333531e-05/8.58307089402e-05,True
50,3,3,altitude,,False,0,2,,False,0/0,True
50,3,3,speed,22.12,True,221,3,22.1,True,0.02/0.1,True
50,3,3,heading,334.69,True,33469,4,334.69,True,0/0.01,True
50,3,3,vertical_rate,,False,0,5,,False,0/0,True
50,3,3,callsign,M02,True,M02,6,M02,True,0/0,True
51,3,4,lat,48.9357,True,3237436,0,48.9357135142597,True,1.3514259706e-05/4.29153544701e-05,True
51,3,4,lon,8.9906,True,2201900,1,8.990638015422348,True,3.80154223478e-05/8.58307089402e-05,True
51,3,4,altitude,11582.4,True,12582,2,11582.0,True,0.4/1,True
51,3,4,speed,228.42,True,2284,3,228.4,True,0.02/0.1,True
51,3,4,heading,300.9,True,30090,4,300.90000000000003,True,5.68434188608e-14/0.01,True
51,3,4,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
51,3,4,callsign,TOM8VC,True,TOM8VC,6,TOM8VC,True,0/0,True
52,3,5,lat,48.6862,True,3231622,0,48.68620364337053,True,3.64337053327e-06/4.29153544701e-05,True
52,3,5,lon,9.2024,True,2204367,1,9.202382374377805,True,1.76256221955e-05/8.58307089402e-05,True
52,3,5,altitude,,False,0,2,,False,0/0,True
52,3,5,speed,5.66,True,57,3,5.7,True,0.04/0.1,True
52,3,5,heading,73.12,True,7312,4,73.12,True,0/0.01,True
52,3,5,vertical_rate,,False,0,5,,False,0/0,True
52,3,5,callsign,F172,True,F172,6,F172,True,0/0,True
53,3,6,lat,49.405,True,3248371,0,49.40499291539024,True,7.08460976284e-06/4.29153544701e-05,True
53,3,6,lon,11.5747,True,2232006,1,11.574657338775921,True,4.26612240787e-05/8.58307089402e-05,True
53,3,6,altitude,12184.38,True,13184,2,12184.0,True,0.379999999999/1,True
53,3,6,speed,243.99,True,2440,3,244.0,True,0.00999999999999/0.1,True
53,3,6,heading,293.48,True,29348,4,293.48,True,0/0.01,True
53,3,6,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
53,3,6,callsign,QFA219,True,QFA219,6,QFA219,True,0/0,True
54,3,7,lat,48.5185,True,3227714,0,48.518490438101395,True,9.56189860801e-06/4.29153544701e-05,True
54,3,7,lon,6.298,True,2170529,1,6.298042845259403,True,4.28452594026e-05/8.58307089402e-05,True
54,3,7,altitude,11887.2,True,12887,2,11887.0,True,0.200000000001/1,True
54,3,7,speed,233.65,True,2337,3,233.70000000000002,True,0.05/0.1,True
54,3,7,heading,181.64,True,18164,4,181.64000000000001,True,2.84217094304e-14/0.01,True
54,3,7,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
54,3,7,callsign,SRR6382,True,SRR6382,6,SRR6382,True,0/0,True
55,3,8,lat,45.7287,True,3162707,0,45.72869199006365,True,8.00993635153e-06/4.29153544701e-05,True
55,3,8,lon,8.7918,True,2199583,1,8.79176826280792,True,3.17371920797e-05/8.58307089402e-05,True
55,3,8,altitude,3314.7,True,4315,2,3315.0,True,0.3/1,True
55,3,8,speed,167.29,True,1673,3,167.3,True,0.01/0.1,True
55,3,8,heading,152.33,True,15233,4,152.33,True,0/0.01,True
55,3,8,vertical_rate,-5.85,True,32183,5,-5.850000000000023,True,2.30926389122e-14/0.01,True
55,3,8,callsign,BCS6GA,True,BCS6GA,6,BCS6GA,True,0/0,True
56,3,9,lat,47.4578,True,3202998,0,47.45779453701843,True,5.46298156934e-06/4.29153544701e-05,True
56,3,9,lon,8.5619,True,2196905,1,8.561913624266055,True,1.36242660549e-05/8.58307089402e-05,True
56,3,9,altitude,,False,0,2,,False,0/0,True
56,3,9,speed,2.57,True,26,3,2.6,True,0.03/0.1,True
56,3,9,heading,275.62,True,27562,4,275.62,True,0/0.01,True
56,3,9,vertical_rate,,False,0,5,,False,0/0,True
56,3,9,callsign,VIKTOR21,True,VIKTOR21,6,VIKTOR21,True,0/0,True
57,3,10,lat,47.4582,True,3203007,0,47.45818077520866,True,1.92247913375e-05/4.29153544701e-05,True
57,3,10,lon,8.5491,True,2196756,1,8.549124848633966,True,2.48486339665e-05/8.58307089402e-05,True
57,3,10,altitude,,False,0,2,,False,0/0,True
57,3,10,speed,4.37,True,44,3,4.4,True,0.03/0.1,True
57,3,10,heading,278.44,True,27844,4,278.44,True,0/0.01,True
57,3,10,vertical_rate,,False,0,5,,False,0/0,True
57,3,10,callsign,GALA6,True,GALA6,6,GALA6,True,0/0,True
58,3,11,lat,47.4409,True,3202604,0,47.44088588735721,True,1.41126427877e-05/4.29153544701e-05,True
58,3,11,lon,8.5624,True,2196911,1,8.562428608519696,True,2.86085196954e-05/8.58307089402e-05,True
58,3,11,altitude,,False,0,2,,False,0/0,True
58,3,11,speed,2.57,True,26,3,2.6,True,0.03/0.1,True
58,3,11,heading,219.38,True,21938,4,219.38,True,0/0.01,True
58,3,11,vertical_rate,,False,0,5,,False,0/0,True
58,3,11,callsign,VIKTOR31,True,VIKTOR31,6,VIKTOR31,True,0/0,True
59,3,12,lat,47.4579,True,3203000,0,47.45788036772737,True,1.96322726325e-05/4.29153544701e-05,True
59,3,12,lon,8.549,True,2196755,1,8.549039017925026,True,3.9017925026e-05/8.58307089402e-05,True
59,3,12,altitude,,False,0,2,,False,0/0,True
59,3,12,speed,4.89,True,49,3,4.9,True,0.01/0.1,True
59,3,12,heading,247.5,True,24750,4,247.5,True,0/0.01,True
59,3,12,vertical_rate,,False,0,5,,False,0/0,True
59,3,12,callsign,GALA21,True,GALA21,6,GALA21,True,0/0,True
60,3,13,lat,47.4568,True,3202975,0,47.45680748386562,True,7.48386561611e-06/4.29153544701e-05,True
60,3,13,lon,8.5628,True,2196915,1,8.562771931355456,True,2.80686445429e-05/8.58307089402e-05,True
60,3,13,altitude,,False,0,2,,False,0/0,True
60,3,13,speed,0.0,True,0,3,0.0,True,0/0.1,True
60,3,13,heading,118.12,True,11812,4,118.12,True,0/0.01,True
60,3,13,vertical_rate,,False,0,5,,False,0/0,True
60,3,13,callsign,URSULA8,True,URSULA8,6,URSULA8,True,0/0,True
61,3,14,lat,49.484,True,3250212,0,49.484000082969686,True,8.29696844562e-08/4.29153544701e-05,True
61,3,14,lon,5.0333,True,2155794,1,5.033327349025569,True,2.73490255696e-05/8.58307089402e-05,True
61,3,14,altitude,10957.56,True,11958,2,10958.0,True,0.440000000001/1,True
61,3,14,speed,233.06,True,2331,3,233.10000000000002,True,0.04/0.1,True
61,3,14,heading,36.11,True,3611,4,36.11,True,0/0.01,True
61,3,14,vertical_rate,5.85,True,33353,5,5.850000000000023,True,2.30926389122e-14/0.01,True
61,3,14,callsign,TAY5DN,True,TAY5DN,6,TAY5DN,True,0/0,True
62,3,15,lat,47.8793,True,3212820,0,47.87930914862375,True,9.14862374657e-06/4.29153544701e-05,True
62,3,15,lon,8.0462,True,2190897,1,8.046242724953316,True,4.27249533157e-05/8.58307089402e-05,True
62,3,15,altitude,10972.8,True,11973,2,10973.0,True,0.200000000001/1,True
62,3,15,speed,229.54,True,2295,3,229.5,True,0.04/0.1,True
62,3,15,heading,225.45,True,22545,4,225.45000000000002,True,2.84217094304e-14/0.01,True
62,3,15,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
62,3,15,callsign,ENT1511,True,ENT1511,6,ENT1511,True,0/0,True
63,3,16,lat,46.8685,True,3189266,0,46.868480889435034,True,1.91105649634e-05/4.29153544701e-05,True
63,3,16,lon,11.209,True,2227746,1,11.209018518690698,True,1.85186906982e-05/8.58307089402e-05,True
63,3,16,altitude,9730.74,True,10731,2,9731.0,True,0.26/1,True
63,3,16,speed,243.53,True,2435,3,243.5,True,0.03/0.1,True
63,3,16,heading,222.86,True,22286,4,222.86,True,0/0.01,True
63,3,16,vertical_rate,-8.13,True,31955,5,-8.129999999999995,True,5.3290705182e-15/0.01,True
63,3,16,callsign,MACOR,True,MACOR,6,MACOR,True,0/0,True
64,3,17,lat,49.3949,True,3248136,0,49.394907807089766,True,7.80708976578e-06/4.29153544701e-05,True
64,3,17,lon,10.7743,True,2222681,1,10.77428597790859,True,1.40220914098e-05/8.58307089402e-05,True
64,3,17,altitude,10363.2,True,11363,2,10363.0,True,0.200000000001/1,True
64,3,17,speed,243.05,True,2431,3,243.10000000000002,True,0.05/0.1,True
64,3,17,heading,288.51,True,28851,4,288.51,True,0/0.01,True
64,3,17,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
64,3,17,callsign,THY6091,True,THY6091,6,THY6091,True,0/0,True
65,3,18,lat,47.8813,True,3212866,0,47.88128325492937,True,1.67450706314e-05/4.29153544701e-05,True
65,3,18,lon,7.6513,True,2186296,1,7.651335633119487,True,3.56331194871e-05/8.58307089402e-05,True
65,3,18,altitude,11277.6,True,12278,2,11278.0,True,0.4/1,True
65,3,18,speed,258.28,True,2583,3,258.3,True,0.02/0.1,True
65,3,18,heading,104.06,True,10406,4,104.06,True,0/0.01,True
65,3,18,vertical_rate,0.0,True,32768,5,0.0,True,0/0.01,True
65,3,18,callsign,ETD2,True,ETD2,6,ETD2,True,0/0,True
66,3,19,lat,46.5154,True,3181039,0,46.51541626820952,True,1.62682095208e-05/4.29153544701e-05,True
66,3,19,lon,5.7767,True,2164455,1,5.776707119156612,True,7.11915661178e-06/8.58307089402e-05,True
66,3,19,altitude,11277.6,True,12278,2,11278.0,True,0.4/1,True
66,3,19,speed,225.56,True,2256,3,225.60000000000002,True,0.04/0.1,True
66,3,19,heading,195.75,True,19575,4,195.75,True,0/0.01,True
66,3,19,vertical_rate,0.33,True,32801,5,0.3299999999999841,True,1.59317004034e-14/0.01,True
66,3,19,callsign,EWG40C,True,EWG40C,6,EWG40C,True,0/0,True
67,3,20,lat,48.7388,True,3232848,0,48.7388178679509,True,1.7867950902e-05/4.29153544701e-05,True
67,3,20,lon,9.4245,True,2206955,1,9.424512249115025,True,1.22491150254e-05/8.58307089402e-05,True
67,3,20,altitude,11582.4,True,12582,2,11582.0,True,0.4/1,True
67,3,20,speed,222.93,True,2229,3,222.9,True,0.03/0.1,True
67,3,20,heading,302.37,True,30237,4,302.37,True,0/0.01,True
67,3,20,vertical_rate,0.33,True,32801,5,0.3299999999999841,True,1.59317004034e-14/0.01,True
67,3,20,callsign,GAV596,True,GAV596,6,GAV596,True,0/0,True
68,3,21,lat,49.2319,True,3244338,0,49.23191529081231,True,1.5290812307e-05/4.29153544701e-05,True
68,3,21,lon,10.5875,True,2220505,1,10.58751835525473,True,1.83552547295e-05/8.58307089402e-05,True
68,3,21,altitude,5372.1,True,6372,2,5372.0,True,0.1/1,True
68,3,21,speed,193.84,True,1938,3,193.8,True,0.04/0.1,True
68,3,21,heading,248.68,True,24868,4,248.68,True,0/0.01,True
68,3,21,vertical_rate,9.1,True,33678,5,9.100000000000023,True,2.30926389122e-14/0.01,True
68,3,21,callsign,EWG53L,True,EWG53L,6,EWG53L,True,0/0,True
69,3,22,lat,45.9295,True,3167386,0,45.92949293362926,True,7.06637073478e-06/4.29153544701e-05,True
69,3,22,lon,11.3345,True,2229208,1,11.33450301516126,True,3.01516126022e-06/8.58307089402e-05,True
69,3,22,altitude,13716.0,True,14716,2,13716.0,True,0/1,True
69,3,22,speed,255.71,True,2557,3,255.70000000000002,True,0.00999999999999/0.1,True
69,3,22,heading,118.21,True,11821,4,118.21000000000001,True,1.42108547152e-14/0.01,True
69,3,22,vertical_rate,-0.33,True,32735,5,-0.3299999999999841,True,1.59317004034e-14/0.01,True
69,3,22,callsign,N950MP,True,N950MP,6,N950MP,True,0/0,True
70,3,23,lat,45.7164,True,3162421,0,45.716418198685204,True,1.81986852041e-05/4.29153544701e-05,True
70,3,23,lon,5.0926,True,2156485,1,5.092636368903243,True,3.63689032428e-05/8.58307089402e-05,True
70,3,23,altitude,,False,0,2,,False,0/0,True
70,3,23,speed,8.23,True,82,3,8.200000000000001,True,0.03/0.1,True
70,3,23,heading,81.56,True,8156,4,81.56,True,0/0.01,True
70,3,23,vertical_rate,,False,0,5,,False,0/0,True
70,3,23,callsign,LA2,True,LA2,6,LA2,True,0/0,True
71,3,24,lat,47.4443,True,3202684,0,47.44431911571482,True,1.91157148208e-05/4.29153544701e-05,True
71,3,24,lon,8.5674,True,2196969,1,8.567406789638227,True,6.78963822764e-06/8.58307089402e-05,True
71,3,24,altitude,,False,0,2,,False,0/0,True
71,3,24,speed,0.39,True,4,3,0.4,True,0.01/0.1,True
71,3,24,heading,244.69,True,24469,4,244.69,True,0/0.01,True
71,3,24,vertical_rate,,False,0,5,,False,0/0,True
71,3,24,callsign,SWR7DC,True,SWR7DC,6,SWR7DC,True,0/0,True
